NISCODE;admin;ID;poverty_S;criminality_index;income_index;gini_ineq_coef;minimum_sub_income;pop15;pop1564;pop65;pop_density;ratio_FM;foreigners;euro_foreigners;noneuro_foreigners;average_HHsize;one_person_HH;one_parent_HH;active_pop;unemployed;employment_rate_1564;higher_degree;owner_buildings;average_age_pop;married;reg_partnership;commuters;employees;self_employed;moved_in;couples_with_children;couples_without_children;habitants
25124;WALHAIN;446;5.18134715025907;4.90877420206947;120.748929952624;.331157037;.351198656283402;.2136;.6517;.1347;169.84;100.2798;.0338;.0258;.0081;2.6;.2757;.0919;.7209;.0601;.6775;.4452;.7848;38.184440175;.5195;.0438;.4273;.8023;.1838;.097;.3802;.2271;6443
31003;BEERNEM;128;3.89952817096864;4.4087096968128;104.03166917416;.288144526;.149768835058931;.1577;.6596;.1827;212.5;95.1942;.0131;.0084;.0047;2.48;.2339;.0658;.7154;.0257;.697;.2514;.7802;42.095303345;.5663;.0297;.2295;.8136;.1566;.0893;.3469;.3363;15231
31004;BLANKENBERGE;23;15.947126567198;17.1151782054217;97.9601416381561;.273737407;.703314888555619;.1119;.6229;.2651;1097.8;107.3327;.038;.0234;.0146;1.95;.4143;.0808;.6575;.0903;.5981;.1675;.5664;47.677320434;.4831;.0334;.1696;.8169;.1512;.1347;.179;.3059;19114
31005;BRUGGE;144;7.37228212833657;9.53486114786772;108.647418969049;.292408986;.387471195698558;.142;.645;.2129;847.24;105.8927;.037;.0193;.0177;2.19;.3495;.0833;.6983;.0436;.6678;.3118;.6541;43.760691593;.5057;.0348;.1708;.8437;.1373;.1055;.2527;.294;117260
31006;DAMME;30;5.27671755725191;4.14379183748295;100.81266848519;.301504768;.0553301364810033;.1482;.6611;.1907;121.15;99.5033;.0166;.0135;.0031;2.5;.2301;.0706;.7068;.0292;.6862;.2521;.8042;43.084496059;.5859;.0326;.1788;.7361;.2168;.075;.3493;.3248;10845
31012;JABBEKE;78;4.40988655998798;4.17199397537554;110.406820008662;.313805102;.137870981786518;.1624;.6559;.1817;255;98.4655;.0146;.0093;.0053;2.52;.2246;.0622;.7085;.0287;.6882;.3111;.8367;42.028427415;.6085;.0301;.141;.7835;.1855;.0695;.367;.3268;13710
31022;OOSTKAMP;134;4.84162686082642;4.26621501796675;104.654581028605;.285028811;.153751537515375;.1669;.6507;.1824;283.26;101.3567;.014;.0083;.0057;2.46;.2414;.0683;.7152;.0283;.6949;.279;.7669;41.667232532;.589;.0363;.1616;.8026;.1692;.0805;.3382;.3326;22560
31033;TORHOUT;179;6.87173113769354;6.4229683382926;102.741712510418;.279651943;.15881681473026;.1481;.6572;.1947;442;100.2705;.0177;.0091;.0086;2.34;.2796;.0696;.7209;.0367;.6944;.2613;.7413;42.625718766;.5658;.0302;.1158;.8304;.1429;.0915;.3096;.3203;19993
31040;ZEDELGEM;138;5.00977744668964;4.03863123230234;102.46496205296;.287606638;.255376344086022;.1666;.6599;.1735;370.84;101.1417;.0122;.0071;.0051;2.52;.2134;.0665;.7121;.0307;.6902;.2587;.7845;41.116064592;.6035;.0355;.1254;.8134;.1579;.0803;.3676;.3342;22375
31042;ZUIENKERKE;33;5.04295853567426;2.96131349567596;106.04268669994;.319387377;.036231884057971;.154;.6827;.1634;56.63;97.5018;.0134;.0087;.0047;2.46;.2558;.0533;.7284;.0342;.7035;.297;.7706;42.163996727;.5917;.0321;.126;.7161;.235;.0661;.3366;.3304;2767
31043;KNOKKE-HEIST;14;31.0970996216898;11.4225036720949;133.300265737672;.413393745;.188213151393954;.1045;.5978;.2977;602.98;109.0669;.0525;.0379;.0146;2.01;.3863;.0713;.6637;.054;.6279;.2818;.6278;49.615274969;.5453;.0168;.2523;.6767;.2839;.1103;.1923;.3252;34034
32003;DIKSMUIDE;171;5.62194808532511;6.17303119764057;89.1831269412668;.278100592;.237341772151899;.1617;.6414;.1969;109.79;100.5012;.0138;.0081;.0057;2.41;.2796;.0819;.712;.0336;.6881;.2189;.7402;41.808299894;.5602;.031;.0888;.7668;.1816;.091;.3154;.3016;16403
32006;HOUTHULST;224;3.88040013191162;3.343346039202;87.4299492829694;.26039626;.0925069380203515;.173;.6453;.1817;172.68;101.7137;.0095;.006;.0035;2.47;.2588;.0617;.7266;.0385;.6986;.1686;.8364;40.764390867;.567;.0301;.0791;.8055;.1494;.0871;.3561;.2985;9652
32010;KOEKELARE;160;3.29939899423525;5.60588241052375;92.1580645714793;.254630357;.187463386057411;.1555;.6528;.1917;216.08;99.7405;.0091;.0052;.0039;2.37;.2703;.0678;.7223;.0358;.6964;.1846;.7905;42.177459319;.5708;.0374;.1045;.7962;.1634;.0931;.3233;.3208;8467
32011;KORTEMARK;197;5.02473980549394;3.94101730668462;90.9767784141331;.261509407;.138583190674166;.1552;.6494;.1954;221.58;100.3452;.0092;.0062;.003;2.43;.2464;.0627;.7152;.0318;.6924;.1889;.821;42.371556961;.5865;.0295;.0894;.7861;.1691;.0856;.3331;.3371;12187
32030;LO-RENINGE;217;3.17065589058129;3.38987763721421;79.9835115545863;.30813267;.09093664746893;.1735;.6253;.2012;52.75;99.1602;.0114;.0087;.0027;2.63;.2374;.0502;.7322;.0243;.7144;.2387;.8401;41.412516043;.5954;.0246;.0885;.6718;.2523;.0617;.389;.2958;3320
33011;IEPER;290;6.51434989507286;7.60776436286417;95.2731620669422;.278741891;.228004674095819;.1488;.6487;.2025;269.64;103.6076;.0341;.0172;.0169;2.32;.3146;.0753;.6889;.0495;.6548;.2472;.6997;42.940286626;.5462;.0221;.1044;.8177;.1489;.0895;.2948;.2945;35218
33016;MESEN;405;15.3318077803204;5.70570625605917;75.6505565198498;.231584857;.420168067226891;.1714;.6402;.1884;264.09;103.2258;.1407;.1333;.0074;2.32;.3;.1073;.6909;.0957;.6248;.1097;.6864;41.429903713;.5439;.0372;.3095;.8466;.1164;.1153;.2902;.2732;945
33021;POPERINGE;289;3.30436592600302;5.69362026667366;88.0658959650257;.272357478;.170093551453299;.1679;.6322;.1999;167.69;101.9784;.0216;.0133;.0083;2.44;.2762;.072;.7151;.0408;.686;.2267;.7686;41.976193826;.5741;.0245;.0864;.7974;.1571;.0771;.3301;.3039;20010
33029;WERVIK;359;2.41714718387792;5.92952114091653;92.224197841082;.252119473;.228583868509851;.1727;.6355;.1918;419.1;102.0115;.0493;.0412;.0081;2.4;.2712;.0775;.7062;.0496;.6712;.198;.7309;41.579611126;.5721;.0237;.1537;.8506;.1218;.0938;.3131;.3187;18278
33037;ZONNEBEKE;298;2.53346890357567;4.07039060035619;89.7700817601735;.257668845;.0565428109854604;.1793;.6416;.1791;182.28;99.9188;.012;.0088;.0032;2.53;.2393;.0639;.7335;.0317;.7102;.2194;.8092;40.522748897;.5984;.0232;.0919;.7809;.1724;.0809;.3745;.3058;12317
33039;HEUVELLAND;374;5.39234887060974;5.53194503436782;81.7099846790838;.287559032;.0881612090680101;.1677;.6541;.1782;84.93;94.7202;.0665;.0612;.0052;2.46;.2723;.0804;.707;.0435;.6762;.195;.7697;41.61405553;.5566;.0182;.1435;.7152;.2116;.0656;.3373;.2905;8003
33040;LANGEMARK-POELKAPELLE;283;2.77303193586542;4.64908230175717;88.0348431380639;.264702499;.162886856283674;.1778;.6478;.1743;151.57;98.2076;.0281;.0098;.0183;2.52;.2421;.0662;.7162;.0352;.691;.2001;.8032;40.281589039;.6043;.024;.0685;.779;.1625;.0766;.3627;.3106;7962
33041;VLETEREN;277;4.12635173591349;3.93349624607042;80.6861435524172;.28203866;.0808189655172414;.1757;.6308;.1935;97.41;97.5545;.0118;.0078;.004;2.57;.244;.064;.7163;.0298;.695;.1954;.799;41.11435434;.5802;.0248;.0721;.7448;.1897;.0775;.3706;.2954;3716
34002;ANZEGEM;351;1.22056911743464;3.06493987089664;101.743248170558;.267763369;.0898348420979891;.1707;.6468;.1825;343.28;100.0139;.0086;.0052;.0035;2.51;.2278;.0657;.7258;.0313;.7031;.2832;.8283;41.34577848;.6163;.0239;.2234;.8038;.1689;.07;.3676;.3247;14345
34003;AVELGEM;386;5.56087187666135;4.98568207697425;97.0494155668653;.250469363;.145213152162639;.1581;.6528;.1891;444.68;102.2799;.0186;.011;.0077;2.35;.2921;.082;.7073;.0452;.6753;.2222;.7457;41.983282014;.5455;.0306;.2803;.8512;.1267;.0859;.3143;.2936;9671
34009;DEERLIJK;350;1.46513520846523;4.12481315361668;99.674543306866;.264425356;.122656386893289;.1621;.6404;.1975;672.82;103.9661;.0163;.0081;.0081;2.44;.2462;.0663;.724;.0305;.7019;.2664;.8117;42.036959408;.6121;.0196;.1581;.8187;.1573;.0758;.3421;.3282;11314
34013;HARELBEKE;311;4.53928225024248;5.59767032412849;99.9091340826662;.266848037;.200319026597915;.1513;.662;.1867;920.35;100.1269;.0272;.0108;.0164;2.35;.2728;.0678;.7136;.0358;.688;.2352;.7926;42.071988518;.5789;.0326;.1564;.8492;.1304;.0875;.3051;.3346;26819
34022;KORTRIJK;334;5.52413299462464;11.0273912660973;103.348985252029;.303255831;.712585915792552;.1565;.6379;.2057;940.05;104.8836;.0612;.0225;.0387;2.26;.349;.0824;.6775;.0493;.6441;.3105;.6783;42.502119944;.5245;.0255;.1855;.8125;.1672;.1033;.2659;.2799;75223
34023;KUURNE;337;2.319922128488;5.70663326646367;100.024627336998;.282064203;.108016356762595;.1556;.6445;.2;1297.52;102.7162;.0366;.0153;.0214;2.38;.2672;.0646;.7067;.0347;.6822;.237;.762;42.545310768;.5926;.0294;.1427;.8415;.1368;.0831;.3241;.3287;12986
34025;LENDELEDE;314;1.48356807511737;2.36914960510574;99.2609178504975;.263935091;.105559465165377;.1608;.6344;.2048;429.88;101.3894;.0119;.006;.0058;2.41;.2522;.0558;.7256;.0292;.7044;.2495;.8155;42.583643926;.5965;.0319;.1057;.7963;.1744;.0785;.3486;.3339;5653
34027;MENEN;367;8.44884275675327;8.49389569980469;91.3371820962853;.256942755;.471192974941101;.1673;.637;.1957;996.77;103.7204;.0845;.0557;.0288;2.31;.3076;.0882;.6845;.0565;.6458;.1848;.699;42.034089038;.5398;.0223;.1719;.8511;.128;.1069;.2832;.3016;32964
34040;WAREGEM;306;5.04451888115892;6.5121846259568;103.72826022863;.289546634;.146934777284972;.155;.6615;.1835;826.68;102.4521;.0269;.0132;.0137;2.41;.2682;.0704;.706;.0391;.6784;.2773;.7429;41.827043122;.5833;.0252;.2405;.8246;.1539;.0888;.3281;.3141;36658
34041;WEVELGEM;342;3.95692958118642;4.91858112634751;100.242536357566;.26953433;.302484232204917;.1622;.6553;.1825;802.89;101.5087;.0178;.0094;.0085;2.43;.2547;.0684;.7184;.0355;.6929;.2532;.804;41.533692196;.5863;.0232;.1303;.8513;.1314;.0804;.3369;.3217;31121
34042;ZWEVEGEM;368;3.45682177498611;3.66538424079139;103.664147298196;.276595047;.0991366847040357;.1645;.6494;.1862;381.69;101.1583;.0163;.0087;.0076;2.45;.2492;.0666;.7118;.0324;.6887;.2691;.783;41.626333879;.5947;.0299;.1683;.8295;.1461;.0749;.3443;.322;24139
34043;SPIERE-HELKIJN;415;10.1071975497703;6.29212560855907;91.7229435011715;.282334893;.568720379146919;.2074;.6453;.1472;197.28;103.8351;.0522;.0499;.0024;2.47;.2923;.1206;.7143;.0531;.6764;.2187;.6287;38.362221842;.5209;.0225;.4073;.8156;.1511;.1025;.3445;.2239;2126
35002;BREDENE;41;9.59158006222281;8.51344573068409;102.202807788708;.27633305;.193986420950533;.1582;.6642;.1776;1254.75;99.8417;.0272;.0149;.0123;2.29;.2929;.0805;.6885;.0569;.6494;.2023;.7245;42.043570019;.5427;.0442;.1737;.8805;.1024;.1118;.2876;.3191;16411
35005;GISTEL;126;6.5972850678733;6.18950092196683;94.9907771032106;.278047981;.237449118046133;.1668;.656;.1772;279.41;101.6396;.0186;.0105;.0081;2.44;.261;.0781;.6959;.0397;.6683;.2478;.7399;41.015210285;.5658;.0381;.1229;.8231;.1507;.0878;.3429;.3001;11806
35006;ICHTEGEM;151;6.22027628897109;3.74505511996166;92.4211351266344;.258674162;.194272557202475;.1648;.6622;.173;306.12;98.7113;.0119;.0061;.0058;2.43;.2391;.0689;.718;.035;.6928;.186;.806;41.24699715;.5896;.0359;.0986;.8158;.1493;.0845;.3404;.3316;13878
35011;MIDDELKERKE;105;11.0693970420933;10.7564182527081;96.6049641224218;.274357308;.603611169431031;.1192;.605;.2758;249.85;104.5671;.0219;.0142;.0077;2.01;.3945;.0638;.638;.0641;.5971;.1822;.6719;47.99560517;.5393;.0251;.1758;.7758;.1863;.1227;.1903;.329;18902
35013;OOSTENDE;49;13.1507760197065;14.9683388544481;99.9121672559547;.280166978;.910591315235331;.1239;.6157;.2604;1855.06;106.7784;.0642;.0235;.0407;1.94;.4452;.0865;.6413;.0914;.5827;.2249;.5466;46.72796494;.4671;.028;.1806;.8544;.1281;.1371;.1726;.277;69980
35014;OUDENBURG;80;4.80989464040312;4.40467450773026;98.0144659448111;.268979895;.0878155872667398;.1538;.6494;.1968;256.08;102.1642;.013;.0062;.0068;2.44;.2278;.0604;.7039;.0357;.6788;.2119;.8125;42.649478549;.5909;.0351;.1157;.821;.1469;.0827;.3363;.3502;9061
35029;DE HAAN;24;8.61995025302342;5.94285013889265;109.012672294246;.312457337;.280606109195863;.1163;.6204;.2632;297.21;106.3045;.0334;.0242;.0093;2.03;.3807;.0717;.6555;.0696;.6098;.259;.6537;47.737697934;.5288;.0275;.2079;.7555;.209;.1171;.2011;.3249;12533
36006;HOOGLEDE;222;2.27531285551763;3.60058372675419;97.525993463163;.283731282;.0909550277918141;.1673;.6516;.1811;263.53;96.8608;.0157;.0096;.0061;2.57;.2112;.0713;.7197;.0218;.704;.2688;.8175;41.168936153;.6008;.0307;.0907;.7904;.1646;.0706;.3773;.3209;9971
36007;INGELMUNSTER;278;2.80536006941097;5.42025305269032;94.6470671221167;.254910712;.186428038777032;.1554;.6417;.2028;665.46;100;.0291;.0134;.0157;2.4;.2544;.0677;.7132;.0329;.6897;.2055;.823;42.466715526;.5976;.0364;.0913;.8123;.1549;.0885;.3212;.337;10752
36008;IZEGEM;284;2.65510391198044;6.19361704791719;100.037589066511;.258892575;.391038994262325;.1572;.6388;.204;1071.26;103.1932;.0194;.0084;.011;2.31;.2868;.073;.7139;.0371;.6874;.2385;.7814;42.626196282;.5766;.0401;.1056;.8315;.1456;.0875;.3005;.3216;27299
36010;LEDEGEM;320;2.24117196895157;3.67402332346461;93.2897206636895;.258837496;.168261646860869;.1742;.6294;.1964;387.87;102.8089;.0143;.0055;.0088;2.52;.2304;.0584;.7308;.0319;.7075;.2144;.8235;41.479619976;.6091;.0335;.081;.7831;.1778;.0739;.3642;.3251;9603
36011;LICHTERVELDE;198;4.46159411551911;3.59033746679854;98.1688513479678;.270350925;.129229323308271;.1662;.6463;.1875;327.86;99.5306;.0138;.0044;.0094;2.46;.2338;.0599;.7288;.023;.7121;.2397;.8024;41.513154321;.6195;.0305;.1036;.8107;.1545;.0797;.3536;.3388;8502
36012;MOORSLEDE;299;2.01742754309528;4.85458171695055;93.1236698768271;.264489908;.247139588100687;.1593;.6346;.2061;307.57;100.6646;.0122;.0087;.0035;2.42;.2546;.0677;.7118;.0279;.6919;.2065;.8081;42.553816835;.5866;.0318;.0899;.7947;.1673;.0776;.327;.3304;10870
36015;ROESELARE;115;7.31455484104701;9.31449635102097;102.325326407392;.282036764;.538904850143651;.1623;.6486;.1891;977.56;102.9372;.0362;.0118;.0244;2.33;.304;.0777;.7002;.0395;.6725;.275;.7132;41.624381486;.5494;.0386;.1092;.8346;.1457;.106;.3;.2955;58452
36019;STADEN;259;3.98028457174742;3.69130108627847;89.0910290681104;.272273092;.0273947584695462;.1648;.6314;.2038;237.46;99.7453;.0103;.0076;.0027;2.51;.2433;.059;.7274;.0176;.7146;.2121;.83;42.074249211;.5969;.0265;.0642;.7629;.1791;.0626;.3621;.3164;10980
37002;DENTERGEM;264;2.57796780684105;3.08250198775308;96.9426300139882;.280346492;.0839429188152057;.1735;.644;.1825;320.45;99.0182;.0138;.0099;.004;2.53;.2257;.0637;.7375;.0294;.7158;.2293;.7851;41.190946133;.5935;.0323;.2847;.7911;.1725;.0741;.3786;.3102;8311
37007;MEULEBEKE;268;2.04746393671475;4.04789433145228;92.7177560197452;.258145808;.117265018942811;.1588;.6543;.1868;378.22;99.3534;.024;.0147;.0093;2.46;.2478;.0655;.7194;.0276;.6996;.2024;.8136;41.7541036;.5966;.0332;.1022;.7804;.1724;.0784;.3443;.3201;11100
37010;OOSTROZEBEKE;273;1.41173245614035;4.44358539624019;94.003303714159;.263378143;.0794070937003706;.1724;.65;.1776;453.98;103.3962;.0164;.0095;.0069;2.49;.2418;.0623;.7182;.0281;.6981;.2124;.806;40.964885049;.6205;.0286;.1164;.8033;.1634;.0633;.3708;.3088;7546
37011;PITTEM;207;2.39634242472016;3.42758786461401;91.7374487398776;.275031783;.0591453496968801;.1658;.65;.1842;195.58;98.4085;.0251;.0163;.0088;2.51;.2264;.0574;.7329;.0253;.7144;.2191;.7768;41.245995913;.6112;.0283;.1095;.7328;.2096;.0847;.3681;.3294;6732
37012;RUISELEDE;184;2.30923694779116;3.95929801921321;94.1389407307314;.298920486;.0386548125241593;.1578;.6504;.1918;172.64;96.015;.0242;.0194;.0048;2.5;.2468;.0606;.7325;.0242;.7148;.2494;.7914;41.887753422;.5895;.0215;.3049;.7502;.2024;.0827;.3542;.3192;5214
37015;TIELT;53;6.26054852320675;5.20149156274796;100.90959542466;.28843418;.170665595823712;.1518;.6434;.2048;288.73;101.6413;.0276;.0124;.0152;2.36;.2842;.0714;.7122;.0322;.6893;.2669;.7052;42.67396921;.5674;.0252;.1996;.7884;.1718;.0836;.3103;.3132;19779
37017;WIELSBEKE;296;1.02087114337568;3.69805107035767;95.2119533733765;.266125204;.0979538528515455;.1833;.655;.1617;421.73;99.5;.0181;.0107;.0074;2.54;.2323;.0674;.7277;.0352;.702;.2176;.7852;39.802552096;.6062;.0297;.1671;.8111;.1652;.0732;.3822;.3011;9177
37018;WINGENE;177;3.05448963929394;3.25029442126781;92.3323714284812;.266854454;.107534590293211;.1779;.6376;.1844;204.85;96.6054;.0219;.0091;.0128;2.49;.2369;.0589;.7386;.0232;.7215;.2178;.8049;40.913847328;.6028;.0383;.1304;.7574;.1944;.1019;.3671;.321;14016
37020;ARDOOIE;214;2.1657784329289;4.55849375305013;97.5297630280841;.281539369;.0660211267605634;.1496;.6479;.2025;262.38;99.297;.02;.0147;.0053;2.43;.2554;.0588;.7135;.0305;.6917;.2257;.7861;43.139818129;.5886;.0333;.0936;.7618;.1949;.0768;.3373;.3259;9072
38002;ALVERINGEM;202;5.08403361344538;4.4687508612203;80.2762811352121;.282533513;.140280561122244;.192;.6297;.1783;61.97;94.8899;.0182;.0155;.0026;2.53;.2722;.075;.7281;.0268;.7085;.2212;.8003;40.2040459;.5625;.032;.073;.7067;.2239;.0815;.3518;.2768;4958
38008;DE PANNE;168;20.501138952164;9.96695768771915;99.6100751588812;.334352212;.493114998139189;.1238;.6062;.27;449.77;108.4562;.0793;.0627;.0166;2.01;.4025;.0796;.6287;.0769;.5804;.194;.6138;47.449421745;.5006;.0319;.1746;.7839;.1748;.129;.1905;.3026;10748
38014;KOKSIJDE;107;7.6253585204233;7.52579008122479;131.991739900442;.401204096;.212160881144766;.0959;.6072;.2969;500.32;103.7991;.0351;.0252;.0099;2.03;.366;.0584;.6213;.051;.5896;.3176;.684;50.201887864;.5801;.019;.2355;.7267;.2368;.1053;.1871;.3684;21994
38016;NIEUWPOORT;150;14.8148148148148;7.59585587437391;100.584572620345;.305318033;.44862772695285;.1118;.6185;.2697;367.62;102.3074;.0297;.0175;.0122;2;.3985;.0699;.6399;.061;.6009;.2057;.6239;47.900786736;.5338;.0229;.1807;.7634;.1973;.1305;.1864;.3241;11398
38025;VEURNE;176;7.01090781140042;8.24946990850239;93.4628995580542;.298073824;.251823549843696;.1506;.6349;.2144;120.11;104.869;.0167;.0113;.0054;2.35;.2904;.0826;.6996;.0379;.6731;.2327;.7205;43.574677115;.5472;.0306;.0946;.7857;.1679;.0854;.305;.3016;11571
41002;AALST;260;8.4323274221283;9.4501143934391;110.124196873345;.287217901;.445921346804638;.1545;.6562;.1893;1040.59;104.1028;.0497;.02;.0297;2.22;.3367;.092;.7067;.0571;.6664;.2691;.6985;42.34798179;.5125;.0298;.3959;.8683;.1173;.1153;.2613;.2871;81286
41011;DENDERLEEUW;307;7.43834526650756;8.76166044714001;108.517052414846;.265354438;.319890922439562;.1674;.668;.1646;1371.46;104.1059;.0452;.022;.0232;2.39;.2673;.0922;.7158;.0463;.6827;.2428;.7498;40.843745689;.5287;.0353;.5838;.9076;.0825;.1111;.3073;.3101;18890
41018;GERAARDSBERGEN;372;4.20429167880377;7.30219744238597;104.797362614331;.276720145;.539397468509608;.1617;.6534;.1848;407.42;102.4246;.0343;.0149;.0193;2.33;.2968;.0906;.6999;.0458;.6678;.2182;.7904;42.248714257;.5274;.0342;.439;.8622;.1186;.1001;.2951;.2917;32477
41024;HAALTERT;308;4.55368089205441;5.15279633947762;114.467480010059;.28259883;.141171155909425;.1483;.6674;.1843;583.12;102.9287;.0161;.01;.0061;2.34;.2677;.0853;.731;.0348;.7056;.2567;.8231;42.662972671;.5495;.0325;.4234;.8742;.1113;.0785;.32;.3045;17669
41027;HERZELE;303;3.65482233502538;4.6358267144042;110.213404736492;.2718021;.203204830469113;.1601;.6643;.1757;363.8;101.4251;.0129;.0049;.008;2.42;.2565;.0852;.7312;.0369;.7042;.2528;.84;41.653497885;.5538;.0356;.3385;.862;.1202;.0812;.34;.2938;17244
41034;LEDE;116;5.08543768589258;5.28515610587033;111.528203586947;.269707992;.282861896838602;.1613;.6536;.1851;602.86;102.5122;.0112;.0058;.0055;2.35;.273;.0806;.7154;.0392;.6873;.2755;.7896;42.289413468;.5518;.031;.2993;.8606;.1212;.0859;.3192;.3047;17896
41048;NINOVE;343;6.63398322375879;8.02154550310988;106.842584171198;.28501258;.297627027751709;.1606;.6598;.1796;511.64;104.5051;.0333;.0164;.0169;2.36;.2821;.0975;.7068;.0458;.6744;.2336;.7413;41.95905198;.53;.0319;.4913;.8537;.1275;.1055;.3016;.2927;37132
41063;SINT-LIEVENS-HOUTEM;276;2.92756430954687;3.79763252746645;108.85598732629;.270705559;.0901352028042063;.1652;.6458;.1891;370.31;103.1475;.0127;.0083;.0044;2.42;.2514;.0774;.7402;.0322;.7163;.2446;.842;41.957050713;.5532;.0416;.2568;.8465;.134;.0826;.3439;.304;9875
41081;ZOTTEGEM;304;2.2586505904699;6.67912520594671;114.53661243608;.272384768;.110244901173321;.1431;.6505;.2064;442.75;107.0491;.0158;.0083;.0075;2.27;.3007;.0794;.725;.0333;.7008;.2741;.7869;43.742745769;.5368;.0389;.3224;.8644;.1166;.0933;.2941;.3067;25084
41082;ERPE-MERE;280;2.63255665835147;5.2715225342709;116.165444704633;.284932886;.0770218228498075;.1489;.659;.1921;570.63;102.2917;.0147;.0071;.0076;2.35;.2671;.0783;.7317;.0389;.7032;.2813;.8225;43.163954806;.547;.0368;.3511;.8586;.125;.0863;.319;.3099;19420
42003;BERLARE;193;4.51452870304748;5.9505433972617;106.417241541308;.268906483;.340367597004765;.1664;.6627;.1709;385.72;103.5156;.0121;.0077;.0045;2.37;.2741;.0736;.7202;.0369;.6936;.225;.7532;41.503262431;.5507;.0329;.1962;.8307;.1492;.0862;.3231;.3077;14588
42004;BUGGENHOUT;57;1.80661205383265;4.96423459621781;114.492338008118;.290447245;.175598791880312;.1648;.6574;.1778;561.63;101.922;.0167;.0102;.0065;2.43;.243;.0802;.7189;.0349;.6938;.2758;.8066;41.985379439;.5663;.0349;.5275;.8618;.1224;.0833;.3308;.3258;14183
42006;DENDERMONDE;196;5.77045171302937;9.29984772846407;107.083012833513;.276734452;.29673590504451;.1545;.6609;.1846;796.02;105.0051;.0253;.0107;.0146;2.27;.3112;.0877;.7049;.0452;.673;.2506;.715;42.412502012;.5209;.0346;.3225;.8698;.1158;.0969;.2844;.2934;44318
42008;HAMME;170;1.85639229422067;6.47579541488388;97.6865532150533;.266277535;.335570469798658;.1718;.6519;.1764;602.28;101.9848;.0299;.0126;.0172;2.4;.27;.0824;.6988;.048;.6652;.2124;.6703;40.893970735;.5467;.032;.235;.8501;.1324;.1091;.3158;.3083;24220
42010;LAARNE;195;1.38720305184671;5.55185906046055;115.158435291941;.301145553;.138323840520749;.1577;.663;.1793;381.03;102.8894;.012;.0067;.0053;2.39;.2634;.0712;.731;.0307;.7085;.2953;.7374;41.981231097;.5539;.0265;.1867;.819;.1567;.086;.3316;.3109;12218
42011;LEBBEKE;216;2.8877935633517;5.94659294897481;108.320323653586;.279910253;.201119747784965;.1684;.6517;.1799;678.66;102.9441;.024;.0113;.0127;2.37;.2779;.0823;.7227;.0348;.6976;.252;.7879;41.541566828;.5441;.0374;.4123;.8609;.1239;.0953;.3138;.3025;18267
42023;WAASMUNSTER;155;3.65939479239972;6.63957513628644;117.432116106247;.352043067;.293616215192271;.1566;.6652;.1782;329.45;102.5419;.029;.0146;.0144;2.46;.2373;.0763;.682;.0358;.6576;.3272;.7417;42.205453539;.575;.0256;.2546;.7476;.228;.0923;.32;.3451;10518
42025;WETTEREN;212;3.28515111695138;11.4133745324105;109.2602104609;.282389287;.406133443845835;.1514;.663;.1857;652.18;105.2162;.0313;.0108;.0205;2.26;.3108;.0886;.7128;.0468;.6795;.2544;.6786;42.226841536;.5171;.0278;.1972;.848;.1329;.1078;.2779;.2973;23920
42026;WICHELEN;208;2.17191238726302;5.32503808652543;110.228514953459;.269184158;.219799542816951;.153;.6718;.1752;494.19;102.6906;.0174;.0089;.0084;2.34;.2738;.0798;.7199;.036;.694;.25;.7826;42.051327283;.5477;.0337;.2414;.8582;.1256;.0804;.3029;.3156;11300
42028;ZELE;175;2.19154617361076;7.44666139175242;97.1052412609142;.278066255;.260090550043348;.1755;.6613;.1632;628.55;99.3285;.0477;.0193;.0284;2.52;.2524;.0755;.6799;.0482;.6471;.2085;.7125;40.168253591;.5762;.0222;.1965;.8483;.1332;.0975;.3437;.2975;20778
43002;ASSENEDE;37;3.24811562669982;4.62611150764991;104.81574852908;.285542636;.114761153349591;.1511;.6538;.1952;159.31;100.9544;.0296;.0217;.0078;2.35;.2674;.0729;.7016;.0439;.6708;.2108;.7482;42.806198596;.5643;.0297;.1206;.821;.1524;.0825;.3072;.333;13896
43005;EEKLO;84;10.7568270481144;12.2170485155874;100.671602354173;.269249095;.601755943573049;.1577;.6359;.2064;676.43;103.4231;.0376;.0176;.02;2.19;.3471;.0912;.689;.063;.6455;.2177;.6192;42.823718077;.503;.031;.1454;.8644;.1166;.1087;.2526;.2868;20324
43007;KAPRIJKE;44;3.21815718157182;4.95613696626772;108.183650969761;.315862141;.110794555239;.1591;.6523;.1886;187.06;101.1164;.0206;.016;.0046;2.45;.2499;.0729;.7221;.033;.6983;.2466;.7451;42.395092601;.5707;.021;.1188;.7676;.186;.0969;.3374;.313;6305
43010;MALDEGEM;40;3.63140121200907;6.24356025977726;99.0821759388279;.277804658;.190262042722477;.1586;.6473;.1942;243.95;99.6196;.0292;.0177;.0115;2.39;.2642;.0703;.7119;.0383;.6846;.2131;.7366;42.343248415;.5664;.0272;.2645;.7975;.169;.0875;.3239;.3177;23088
43014;SINT-LAUREINS;31;4.41792970009674;4.65227584478794;96.7526988562058;.285620772;.316265060240964;.1497;.6436;.2067;87.87;96.4586;.0371;.0332;.004;2.36;.2775;.0641;.7194;.0373;.6926;.2224;.7871;43.646470874;.5808;.0255;.1633;.7686;.1852;.0671;.3172;.3201;6546
